inst_a,country_a,inst_b,country_b,collab_count
Cicely Saunders International,GB,American University of Beirut,LB,1
Faculty of 1000 (United Kingdom),GB,American University of Beirut,LB,1
Faculty of 1000 (United Kingdom),GB,American University of Beirut Medical Center,LB,1
Faculty of Public Health,GB,American University of Beirut,LB,1
Guy's and St Thomas' NHS Foundation Trust,GB,American University of Beirut,LB,1
Hull York Medical School,GB,American University of Beirut,LB,1
Hull York Medical School,GB,American University of Beirut Medical Center,LB,1
Imperial College London,GB,American University of Beirut,LB,1
King's College London,GB,American University of Beirut,LB,1
Leeds Teaching Hospitals NHS Trust,GB,American University of Beirut,LB,1
London School of Hygiene & Tropical Medicine,GB,American University of Beirut,LB,1
London School of Hygiene & Tropical Medicine,GB,American University of Beirut Medical Center,LB,1
London School of Hygiene & Tropical Medicine,GB,Saint Joseph University,LB,1
National Institute for Health and Care Excellence,GB,American University of Beirut,LB,1
National Institute for Health and Care Excellence,GB,American University of Beirut Medical Center,LB,1
Northwick Park Hospital,GB,Hôtel-Dieu de France,LB,1
Nottingham Biomedical Research Centre,GB,American University of Beirut,LB,1
Nuffield Health,GB,American University of Beirut,LB,1
Roland Hill (United Kingdom),GB,American University of Beirut,LB,1
"St George's, University of London",GB,American University of Beirut,LB,1
St Mary's Hospital,GB,University Medical Center Rizk Hospital,LB,1
St. Mary's Hospital,GB,American University of Beirut,LB,1
University College London,GB,Nini Hospital,LB,1
University of Birmingham,GB,American University of Beirut,LB,1
University of Dundee,GB,University of Balamand,LB,1
University of Nottingham,GB,American University of Beirut,LB,1
University of Oxford,GB,American University of Beirut,LB,3
University of Oxford,GB,American University of Beirut Medical Center,LB,1
Versus Arthritis,GB,American University of Beirut,LB,1
Versus Arthritis,GB,Hôtel-Dieu de France,LB,1
Wellcome Centre for Mitochondrial Research,GB,Lebanese University,LB,1
Alder Hey Children's Hospital,GB,University of Sri Jayewardenepura,LK,1
Centre for Mental Health,GB,University of Colombo,LK,1
De Montfort University,GB,Rajarata University of Sri Lanka,LK,1
Health Education England,GB,General Sir John Kotelawala Defence University,LK,1
Health Education England,GB,University of Sri Jayewardenepura,LK,1
Keele University,GB,Institute for Research and Development,LK,1
Loughborough University,GB,University of Sri Jayewardenepura,LK,1
MRC Human Immunology Unit,GB,University of Ruhuna,LK,1
MRC Laboratory of Molecular Biology,GB,University of Ruhuna,LK,1
MRC Weatherall Institute of Molecular Medicine,GB,University of Ruhuna,LK,1
National Hospital for Neurology and Neurosurgery,GB,University of Colombo,LK,1
Newcastle University,GB,Medical Research Institute,LK,1
NIHR Leicester Biomedical Research Centre,GB,University of Sri Jayewardenepura,LK,1
University College London,GB,Nawaloka Hospital,LK,1
University College London,GB,University of Colombo,LK,1
University Hospitals of Leicester NHS Trust,GB,University of Sri Jayewardenepura,LK,1
University of Cambridge,GB,University of Sri Jayewardenepura,LK,1
University of Central Lancashire,GB,General Sir John Kotelawala Defence University,LK,1
University of Central Lancashire,GB,University of Sri Jayewardenepura,LK,1
University of Glasgow,GB,Medical Research Institute,LK,2
University of Leicester,GB,University of Ruhuna,LK,1
University of Leicester,GB,University of Sri Jayewardenepura,LK,1
University of Oxford,GB,University of Colombo,LK,1
University of Oxford,GB,University of Ruhuna,LK,1
University of Strathclyde,GB,Medical Research Institute,LK,1
Imperial College London,GB,Center for Physical Sciences and Technology,LT,1
Manchester Metropolitan University,GB,Lithuanian Sports University,LT,3
MRC Toxicology Unit,GB,Lithuanian University of Health Sciences,LT,1
Queen's Hospital,GB,Lithuanian University of Health Sciences,LT,1
Swansea University,GB,State Research Institute Centre for Innovative Medicine,LT,1
University of Cambridge,GB,Kaunas University of Technology,LT,1
Clifton Hospital,GB,Luxembourg Institute of Health,LU,1
Cohort (United Kingdom),GB,University of Luxembourg,LU,1
Genomics England,GB,Luxembourg Institute of Health,LU,3
Imperial College London,GB,Luxembourg Institute of Health,LU,1
Imperial College London,GB,University of Luxembourg,LU,2
King's College London,GB,Luxembourg Institute of Health,LU,2
King's College London,GB,Luxembourg Institute of Socio-Economic Research,LU,1
King's College London,GB,University of Luxembourg,LU,1
London Centre for Nanotechnology,GB,University of Luxembourg,LU,1
MRC Epidemiology Unit,GB,Luxembourg Institute of Socio-Economic Research,LU,1
MRC London Institute of Medical Sciences,GB,Luxembourg Institute of Health,LU,1
National Hospital for Neurology and Neurosurgery,GB,Luxembourg Institute of Health,LU,1
Queen Mary University of London,GB,Luxembourg Institute of Health,LU,1
Royal Hospital for Children,GB,Luxembourg Institute of Health,LU,1
UK Dementia Research Institute,GB,University of Luxembourg,LU,2
University College London,GB,Luxembourg Institute of Health,LU,1
University Hospitals Bristol NHS Foundation Trust,GB,Luxembourg Institute of Health,LU,1
University of Aberdeen,GB,University of Luxembourg,LU,2
University of Birmingham,GB,Luxembourg Institute of Health,LU,2
University of Bristol,GB,Luxembourg Institute of Health,LU,1
University of Cambridge,GB,Luxembourg Institute of Socio-Economic Research,LU,1
University of East Anglia,GB,Luxembourg Institute of Socio-Economic Research,LU,1
University of Edinburgh,GB,Centre Hospitalier de Luxembourg,LU,1
University of Glasgow,GB,Luxembourg Institute of Health,LU,1
University of Huddersfield,GB,Luxembourg Institute of Socio-Economic Research,LU,1
University of Kent,GB,Luxembourg Institute of Socio-Economic Research,LU,1
University of Manchester,GB,Luxembourg Institute of Socio-Economic Research,LU,1
University of Nottingham,GB,Luxembourg Institute of Health,LU,1
University of Oxford,GB,University of Luxembourg,LU,2
University of Southampton,GB,Luxembourg Institute of Health,LU,1
Wellcome/MRC Institute of Metabolic Science,GB,Centre Hospitalier de Luxembourg,LU,1
York Teaching Hospital NHS Foundation Trust,GB,Luxembourg Institute of Health,LU,1
Breast Cancer Now,GB,Latvian Biomedical Research and Study Centre,LV,1
Buckinghamshire New University,GB,Riga Stradiņš University,LV,2
Cancer Research UK Cambridge Center,GB,Latvian Biomedical Research and Study Centre,LV,1
Edge Hill University,GB,Latvian Biomedical Research and Study Centre,LV,1
Great Ormond Street Hospital,GB,Children's Clinical University Hospital,LV,1
Institute of Cancer Research,GB,Latvian Biomedical Research and Study Centre,LV,1
London School of Hygiene & Tropical Medicine,GB,Riga Stradiņš University,LV,1
Royal Marsden NHS Foundation Trust,GB,Latvian Biomedical Research and Study Centre,LV,1
University College London,GB,Latvian Biomedical Research and Study Centre,LV,1
University of Cambridge,GB,Latvian Biomedical Research and Study Centre,LV,1
University of Manchester,GB,Latvian Biomedical Research and Study Centre,LV,1
University of Oxford,GB,Riga Stradiņš University,LV,1
Blood Cancer UK,GB,University of Tripoli,LY,1
Engineering and Physical Sciences Research Council,GB,University of Tripoli,LY,1
Glasgow Caledonian University,GB,University of Tripoli,LY,1
Médecins Sans Frontières‎,GB,University of Tripoli,LY,1
NHS Greater Glasgow and Clyde,GB,University of Tripoli,LY,1
University of Strathclyde,GB,University of Tripoli,LY,1
Great Ormond Street Hospital,GB,Centre Hospitalier Universitaire Mohammed VI,MA,1
Newcastle Hospitals - Campus for Ageing and Vitality,GB,Université Hassan 1er,MA,1
Northwick Park Hospital,GB,International University of Rabat,MA,1
Shrewsbury and Telford Hospital NHS Trust,GB,Université Ibn Zohr,MA,1
The Francis Crick Institute,GB,Université Mohammed VI Polytechnique,MA,1
University of Bradford,GB,Centre National de la Recherche Scientifique,MA,1
University of Leeds,GB,Mohammed V University,MA,1
Imperial College London,GB,Nicolae Testemițanu State University of Medicine and Pharmacy,MD,1
Nottingham University Hospitals NHS Trust,GB,Nicolae Testemițanu State University of Medicine and Pharmacy,MD,1
University of Manchester,GB,Nicolae Testemițanu State University of Medicine and Pharmacy,MD,1
Barts Health NHS Trust,GB,Saints Cyril and Methodius University of Skopje,MK,1
Breast Cancer Now,GB,Macedonian Academy of Sciences and Arts,MK,1
Cancer Research UK Cambridge Center,GB,Macedonian Academy of Sciences and Arts,MK,1
Cardiff and Vale University Health Board,GB,Saints Cyril and Methodius University of Skopje,MK,1
Cardiff University,GB,Saints Cyril and Methodius University of Skopje,MK,1
"Centre for the Observation and Modelling of Earthquakes, Volcanoes and Tectonics",GB,Ministry of Economy,MK,1
Edge Hill University,GB,Macedonian Academy of Sciences and Arts,MK,1
Institute of Cancer Research,GB,Macedonian Academy of Sciences and Arts,MK,1
Lister Hospital,GB,PHI University Psychiatric Clinic - Skopje,MK,1
Royal Marsden NHS Foundation Trust,GB,Macedonian Academy of Sciences and Arts,MK,1
University College London,GB,Macedonian Academy of Sciences and Arts,MK,1
University Hospitals Bristol NHS Foundation Trust,GB,Saints Cyril and Methodius University of Skopje,MK,1
University of Birmingham,GB,Saints Cyril and Methodius University of Skopje,MK,1
University of Cambridge,GB,Macedonian Academy of Sciences and Arts,MK,1
University of Edinburgh,GB,Saints Cyril and Methodius University of Skopje,MK,1
University of Manchester,GB,Macedonian Academy of Sciences and Arts,MK,1
Betsi Cadwaladr University Health Board,GB,Institut National de Recherche en Santé Publique,ML,1
Liverpool School of Tropical Medicine,GB,"Université des Sciences, des Techniques et des Technologies de Bamako",ML,1
University College London,GB,Mali-Folkecenter,ML,1
University of Cambridge,GB,"Université des Sciences, des Techniques et des Technologies de Bamako",ML,1
University of Oxford,GB,"Université des Sciences, des Techniques et des Technologies de Bamako",ML,2
University of Warwick,GB,Institut National de Recherche en Santé Publique,ML,1
Aberystwyth University,GB,National University of Mongolia,MN,1
Coventry University,GB,University of Finance and Economics,MN,1
MRC Epidemiology Unit,GB,University of Finance and Economics,MN,1
National Hospital for Neurology and Neurosurgery,GB,University of the Humanities,MN,1
NIHR Bristol Biomedical Research Centre,GB,University of Finance and Economics,MN,1
Southmead Hospital,GB,University of Finance and Economics,MN,1
University College London,GB,University of the Humanities,MN,1
University of Birmingham,GB,National Center for Communicable Diseases,MN,1
University of Bristol,GB,University of Finance and Economics,MN,1
University of Cambridge,GB,University of the Humanities,MN,1
University of Oxford,GB,University of the Humanities,MN,1
University of York,GB,National University of Mongolia,MN,1
Alder Hey Children's NHS Foundation Trust,GB,Mater Dei Hospital,MT,1
Cardiff and Vale University Health Board,GB,Mater Dei Hospital,MT,1
Freeman Hospital,GB,Mater Dei Hospital,MT,1
Great Ormond Street Hospital,GB,Mater Dei Hospital,MT,2
Imperial College Healthcare NHS Trust,GB,Mater Dei Hospital,MT,1
Imperial College London,GB,University of Malta,MT,2
John Radcliffe Hospital,GB,Mater Dei Hospital,MT,1
Jubilee Hospital,GB,Mater Dei Hospital,MT,2
King's College London,GB,University of Malta,MT,1
Leeds General Infirmary,GB,Mater Dei Hospital,MT,1
NIHR Bristol Biomedical Research Centre,GB,University of Malta,MT,1
Royal Victoria Hospital,GB,University of Malta,MT,1
South London and Maudsley NHS Foundation Trust,GB,University of Malta,MT,1
Southampton Children's Hospital,GB,Mater Dei Hospital,MT,1
Stoke Mandeville Hospital,GB,University of Malta,MT,1
Ulverscroft (United Kingdom),GB,Mater Dei Hospital,MT,1
University College London,GB,Mater Dei Hospital,MT,2
University Hospitals Bristol NHS Foundation Trust,GB,Mater Dei Hospital,MT,1
University of Brighton,GB,University of Malta,MT,1
University of Bristol,GB,University of Malta,MT,1
University of Exeter,GB,University of Malta,MT,1
University of Oxford,GB,University of Malta,MT,1
Wellcome Sanger Institute,GB,University of Malta,MT,1
University of Glasgow,GB,University of Mauritius,MU,1
University of Liverpool,GB,University of Mauritius,MU,1
London School of Hygiene & Tropical Medicine,GB,Maldives National University,MV,1
Aintree University Hospital,GB,Kamuzu Central Hospital,MW,1
Aintree University Hospital,GB,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,MW,1
Cardiff University,GB,Kamuzu Central Hospital,MW,1
Liverpool School of Tropical Medicine,GB,Kamuzu Central Hospital,MW,3
Liverpool School of Tropical Medicine,GB,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,MW,1
Liverpool School of Tropical Medicine,GB,Malawi University of Science and Technology,MW,1
London School of Hygiene & Tropical Medicine,GB,Kamuzu Central Hospital,MW,3
London School of Hygiene & Tropical Medicine,GB,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,MW,3
London School of Hygiene & Tropical Medicine,GB,University of Malawi,MW,1
MRC Epidemiology Unit,GB,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,MW,1
MRC University of Glasgow Centre for Virus Research,GB,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,MW,1
NIHR Bristol Biomedical Research Centre,GB,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,MW,1
Royal Liverpool University Hospital,GB,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,MW,1
Royal Liverpool University Hospital,GB,Queen Elizabeth Central Hospital,MW,1
University of Bristol,GB,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,MW,1
University of Central Lancashire,GB,Malawi University of Science and Technology,MW,1
University of Leeds,GB,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,MW,1
